User,total_spend,avg_spend,median_spend,max_spend,transaction_count,unique_mcc,unique_merchants,unique_cities,online_pct,chip_pct,swipe_pct,fraud_rate,refund_rate,error_rate,first_year,last_year,tenure,auto,dining,education,entertainment,financial_services,fuel,grocery,healthcare,home_improvement,insurance,personal_care,retail,telecom,transport,utilities,grocery_pct,dining_pct,fuel_pct,retail_pct,transport_pct,financial_services_pct,healthcare_pct,auto_pct,telecom_pct,utilities_pct,education_pct,home_improvement_pct,entertainment_pct,personal_care_pct,insurance_pct,cluster_4,cluster_5,cluster_6,cluster_999,cluster_0,cluster_42,cluster_100,cluster_123,agg_cluster,high_value
61,637582.09,40.63102791231201,27.11,1434.73,15692,89,445,233,0.09386948763701249,0.35655110884527147,0.5495794035177161,0.0016568952332398675,0.02899566658169768,0.012809074687738975,2006,2020,15,17012.43,125546.23,4660.98,5329.13,6097.82,23063.3,50488.29,21843.48,6975.22,13825.86,8976.26,82889.71,22400.72,51968.99,45648.47,0.07918712083019773,0.19690990692665158,0.03617306753393904,0.1300063337726441,0.08150948844877372,0.009563976303035739,0.034259870756407226,0.026682728807517164,0.03513386017477373,0.07159622378978682,0.007310399826318835,0.010940112825314777,0.008358343315446643,0.014078594961787589,0.02168483120346119,3,1,2,0,4,1,4,2,1,0
63,3587.32,51.990144927536235,30.96,693.79,69,27,32,5,0.057971014492753624,0.2753623188405797,0.6666666666666666,0.0,0.028985507246376812,0.0,2020,2020,1,57.06,311.7,0.0,54.900000000000006,740.0,102.37,157.54,188.41,0.0,0.0,62.71,317.05,273.58000000000004,0.0,92.31,0.04391579229062364,0.0868893770279763,0.028536623440339862,0.08838074105460343,0.0,0.2062821270474895,0.05252110210407769,0.01590602455314831,0.07626305988871916,0.025732301551018587,0.0,0.0,0.015303903749874559,0.017481016469119006,0.0,0,0,3,4,3,0,2,0,0,0
66,1136998.68,37.85075002496754,36.0,2040.58,30039,88,531,272,0.5884683245114685,0.09381137854122973,0.31772029694730186,0.0015979227004893639,0.023968840507340456,0.017743599986683976,1999,2020,22,27125.170000000002,5787.83,1748.8,52868.16,102.24,20900.35,39388.67,13977.44,4983.23,33823.3,1531.61,72059.56,33406.11,619403.49,47181.58,0.03464266994575579,0.005090445663490128,0.0183820354127412,0.06337699530134899,0.5447706324513939,8.992094872089033e-05,0.012293277244613864,0.023856817494282406,0.029380957592668448,0.0414966005061677,0.0015380844593416768,0.0043827931269014315,0.04649799593434885,0.0013470640089045661,0.029747879742481324,2,4,1,1,1,4,0,1,4,1
68,363371.24,33.33069528526876,14.14,1469.03,10902,83,262,136,0.13254448725004586,0.2643551641900569,0.6031003485598972,0.000642084021280499,0.08016877637130802,0.01467620620069712,2006,2020,15,17454.51,3956.67,900.52,969.16,5100.0,20046.24,31708.61,20942.93,2567.88,21175.3,3269.0,31955.13,39350.06,9519.95,51337.65,0.08726229956999348,0.010888781401632117,0.055167381986532565,0.08794072420260889,0.026198963902591743,0.014035232947990051,0.05763507865949986,0.04803492428294545,0.10829161933674222,0.14128154446125127,0.0024782368577105883,0.007066822349506802,0.002667134581151772,0.008996309119015583,0.058274562400700725,3,1,2,0,4,1,4,2,1,0
69,310573.41,49.6917456,40.43,701.25,6250,74,227,133,0.08032,0.35648,0.5632,0.00208,0.10816,0.012,2008,2020,13,4709.45,0.0,1264.59,3697.23,15844.16,21927.49,34940.75,24429.81,4605.74,6818.63,372.69,60358.22,51630.75,0.0,22482.65,0.1125039970421164,0.0,0.0706032432074594,0.19434445466532374,0.0,0.05101582907564431,0.07866033991770256,0.015163725703369133,0.1662433046022839,0.0723907755013541,0.004071790949521403,0.014829794991142353,0.011904528465588862,0.0012000061434750645,0.021954970324085377,3,1,2,0,4,1,4,2,1,0
71,629030.39,80.73808111924015,83.8,3349.94,7791,80,183,139,0.05121293800539083,0.4846617892439995,0.46412527275060966,0.001283532280836863,0.08034912078038763,0.011166730843280709,2010,2020,11,16558.44,5693.49,898.61,0.0,403880.0,12020.36,15487.15,7633.17,1748.04,20366.33,6031.41,32852.74,23542.79,1096.34,0.0,0.024620670552975985,0.009051216110560254,0.019109347006271035,0.05222758792305726,0.001742904663159438,0.6420675478016252,0.012134819114224354,0.026323752020947666,0.03742711063610138,0.0,0.0014285637296474658,0.0027789436373654376,0.0,0.009588423859775678,0.03237733871649667,2,2,4,3,2,2,3,4,3,0
72,4600.28,47.42556701030927,41.1,535.52,97,21,32,9,0.36082474226804123,0.28865979381443296,0.35051546391752575,0.0,0.020618556701030927,0.020618556701030927,2020,2020,1,0.0,402.26,12.86,27.630000000000003,0.0,207.85000000000002,320.56,451.5,201.24,535.52,61.61,408.16999999999996,131.69,1094.38,0.0,0.06968271496517604,0.08744250349978697,0.045182032398027955,0.0887272079090838,0.23789421513473097,0.0,0.09814619979653413,0.0,0.028626518385837386,0.0,0.0027954820141382697,0.04374516333788379,0.006006156147017139,0.013392663055292287,0.11641030545966767,0,4,3,1,1,4,0,1,0,0
84,974955.21,78.70793654637927,52.46,4671.93,12387,91,364,196,0.06934689593929119,0.20489222572051344,0.7257608783401953,0.0003229191894728344,0.06619843384193105,0.008880277710502947,2005,2020,16,25723.52,236446.2,23757.03,2747.9,60720.0,24922.5,84829.45,57852.67,19192.96,85941.56,15802.63,54564.01,25373.07,8197.71,42132.33,0.08700856114200364,0.24252006407555893,0.025562712773236015,0.05596565815572185,0.008408293956396211,0.062279784114390245,0.05933879772794896,0.026384309490484186,0.02602485708035757,0.04321463136752713,0.02436730401184276,0.019685991523651636,0.002818488451382295,0.016208570237806103,0.08814923918402365,2,2,4,3,2,2,3,4,2,1
94,459896.09,72.03886121553884,57.215,1308.86,6384,70,167,84,0.05341478696741855,0.5552944862155389,0.39129072681704263,0.0014097744360902255,0.021459899749373432,0.028038847117794485,2012,2020,9,21012.39,18915.45,599.14,2624.46,20.0,5075.51,10991.52,9152.67,1693.67,0.0,6001.74,24433.29,24212.19,0.0,29496.9,0.023900007499520162,0.041129834350189846,0.011036210375261072,0.053127848945182375,0.0,4.348808444968514e-05,0.019901604295004986,0.04568942954048598,0.052647088171591104,0.06413818391019589,0.0013027725458592179,0.003682723199494912,0.0057066369057410336,0.013050208798252664,0.0,0,0,3,4,3,0,2,0,1,0
100,580002.0,46.97133138969874,46.989999999999995,903.24,12348,91,277,210,0.09880142533203758,0.19760285066407515,0.7035957240038873,0.005749919015225138,0.11556527372853903,0.029640427599611274,1997,2020,24,4993.53,5634.62,486.36,8488.71,25330.25,54808.69,67243.21,16259.45,8612.17,20233.4,9943.48,47156.58,71482.24,0.0,61730.48,0.11593616918562351,0.009714828569556657,0.09449741552615336,0.08130416791666235,0.0,0.04367269423208885,0.02803343781573167,0.008609504794811053,0.12324481639718485,0.10643149506381012,0.0008385488325902325,0.014848517763731849,0.014635656428770934,0.017143871917683042,0.034885052120509935,3,1,2,0,4,1,4,2,1,0
106,366384.08,84.57619575253925,51.35,1220.18,4332,81,255,144,0.25069252077562326,0.3638042474607572,0.38550323176361956,0.002770083102493075,0.03254847645429363,0.013388734995383195,2010,2020,11,619.97,28461.0,136.23,1523.03,14000.0,12294.03,28902.49,21256.77,1016.71,19601.91,1522.31,58352.14,30124.47,20263.12,24362.25,0.07888576927250769,0.07768077695952291,0.033555033286380785,0.15926494404451197,0.05530567812880952,0.03821126725811885,0.05801772282245451,0.0016921313830011392,0.08222101244137027,0.06649374612565044,0.00037182292418382366,0.002774984109571573,0.004156921883723769,0.004154956732836208,0.0535009872699709,3,1,2,0,4,1,4,2,1,0
108,298555.13,35.09935692452387,23.16,902.0,8506,76,244,123,0.07782741594168822,0.3210674817775688,0.601105102280743,0.0007053844345168116,0.08311779920056431,0.017634610862920293,2008,2020,13,12644.47,7212.43,1612.06,2872.83,13200.0,22712.16,29205.76,10276.33,2644.3,12793.66,2104.89,33058.83,10810.29,0.0,51396.84,0.09782367497754936,0.02415778285236633,0.0760735881510393,0.11072939862061656,0.0,0.044212939834596045,0.034420209091701084,0.04235221146593595,0.036208689497313276,0.1721519238339666,0.005399538771951431,0.008856990667016843,0.00962244393522898,0.007050255676397186,0.04285191817002106,3,1,2,0,4,1,4,2,1,0
109,705766.92,29.255800033161997,0.54,3752.4,24124,91,442,328,0.040043110595257836,0.22856905985740342,0.7313878295473387,0.0019068147902503731,0.017534405571215387,0.01620792571712817,1999,2020,22,38407.3,7632.27,6578.1,9181.61,85300.54,23216.17,58889.94,44586.89,1440.8,115378.24,5538.06,63978.8,43547.08,69.18,8651.02,0.08344106011656086,0.010814150938102908,0.032894953478408984,0.09065145756618913,9.802102937893435e-05,0.12086219626162131,0.06317509185610455,0.05441924084512207,0.061701786759855506,0.012257616154636435,0.009320499181231106,0.0020414671744603727,0.013009408261866397,0.007846868198356477,0.16347924042685366,2,2,4,3,2,2,3,4,1,0
111,688063.03,45.27326161337018,17.74,1811.4,15198,90,503,310,0.043031977891827874,0.34721673904461114,0.609751283063561,0.0023029345966574548,0.06270561916041584,0.008619555204632189,2005,2020,16,29323.8,53942.48,304.33,3991.6,6942.37,54409.01,89183.55,30893.12,5780.82,3671.86,14110.55,66643.5,20306.36,100.72,58778.95,0.12961537840508594,0.07839758517471866,0.07907561898798719,0.09685667895861226,0.00014638193829422864,0.010089729715604687,0.04489867737843726,0.042617897956238104,0.02951235441322868,0.08542669412132199,0.0004422995957216303,0.008401584953634262,0.0058012127173872425,0.020507641574638878,0.005336516917643431,3,1,2,0,4,1,4,2,1,0
113,6402.8,32.174874371859296,20.69,666.04,199,25,36,16,0.18592964824120603,0.0,0.8140703517587939,0.0,0.05025125628140704,0.01507537688442211,2006,2006,1,153.4,951.54,0.0,0.0,0.0,286.24,479.85,463.77000000000004,0.0,0.0,0.0,781.4,463.85,981.12,284.38,0.07494377459861311,0.14861310676578995,0.04470544136940089,0.12204035734366214,0.15323296057974636,0.0,0.07243237333666522,0.023958268257637284,0.07244486787030674,0.04441494346223527,0.0,0.0,0.0,0.0,0.0,0,0,3,4,3,0,2,0,0,0
117,41045.49,40.63909900990099,21.27,679.97,1010,48,96,30,0.1188118811881188,0.8613861386138614,0.019801980198019802,0.0,0.023762376237623763,0.02277227722772277,2018,2020,3,2441.29,1648.65,589.98,236.01,1420.0,1240.57,3412.59,2821.87,779.52,0.0,1278.61,4677.46,2421.79,1844.21,1231.56,0.08314165575803822,0.04016641048748596,0.03022427068113939,0.11395795250586606,0.04493088034763381,0.034595761921711744,0.06874981879860613,0.05947766733933497,0.05900258469322696,0.030004758135424865,0.014373808182092601,0.01899161150226249,0.005749961810664217,0.031151047289239328,0.0,0,0,3,4,3,0,2,0,0,0
118,597260.78,37.85162431079283,46.68,1494.74,15779,66,183,90,0.3774637175993409,0.4253121237087268,0.19722415869193233,0.00012675074466062487,0.11604030673680207,0.020660371379681856,2015,2020,6,5139.78,119492.04,215.81,333.15,16960.0,41447.02,48042.41,13473.17,1808.22,718.47,4130.45,25085.85,18951.09,261793.19,12944.99,0.0804379118950352,0.20006677820030302,0.06939518111334883,0.04200150225836024,0.4383230889528691,0.028396306216524045,0.022558270107740877,0.00860558766306403,0.031730009125996855,0.02167393278359915,0.00036133295074222016,0.0030275217468657494,0.0005577965457567798,0.0069156558379741585,0.0012029418707185159,0,4,1,1,1,4,0,1,4,0
119,394119.5,52.00837951966218,37.269999999999996,1217.18,7578,75,279,141,0.08366323568223806,0.369622591712853,0.546714172604909,0.0,0.048429664819213514,0.020058062813407232,2008,2020,13,17942.04,19890.82,1571.03,3341.38,19460.0,15939.66,29428.69,19105.24,5334.3,0.0,22252.57,52391.08,41511.75,0.0,47608.63,0.0746694593898551,0.050469007496457295,0.040443723286972606,0.1329319660661297,0.0,0.049375887262619586,0.04847575418115572,0.04552436507201496,0.1053278256975359,0.12079744848960784,0.00398617678140767,0.0135347274113562,0.00847808849853915,0.05646147932289572,0.0,3,1,2,0,4,1,4,2,1,0
121,6346.02,21.29536912751678,8.805,444.54,298,24,39,12,0.12416107382550336,0.8758389261744967,0.0,0.0,0.030201342281879196,0.013422818791946308,2020,2020,1,121.25999999999999,707.12,23.939999999999998,33.48,340.0,395.87,716.36,248.31,0.0,0.0,149.07999999999998,289.40999999999997,327.12,1191.28,491.8,0.11288335050945317,0.11142731980044185,0.062380830819946984,0.045604961850104465,0.18772080768733787,0.053576887561022496,0.03912846161846322,0.01910803936955761,0.051547268996946116,0.07749739206620843,0.003772443200620231,0.0,0.005275747633950097,0.023491889404697743,0.0,0,0,3,4,3,0,2,0,0,0
124,839418.46,39.100915781628466,42.99,498.0,21468,73,333,225,0.03768399478293274,0.2820476989006894,0.6802683063163779,0.0021427240544065586,0.042901062045835665,0.028647288988261597,2003,2020,18,27859.89,16313.83,31586.88,58525.14,19698.89,15921.36,89561.9,80194.91,60234.65,0.0,1587.53,253686.35,28545.59,0.0,22670.13,0.10669517561002888,0.01943468100522831,0.018967131125517542,0.30221678708376276,0.0,0.023467306163364576,0.09553627162309489,0.033189513130316435,0.034006388184505736,0.02700694716673255,0.037629479818683045,0.07175759513318304,0.06972105426416284,0.0018912259804245908,0.0,1,3,5,2,0,3,1,3,2,0
142,894586.11,38.339952427891824,26.05,1664.03,23333,79,546,349,0.038614837354819354,0.17520250289289846,0.7861826597522822,0.00038571979599708565,0.03480049714995929,0.009900141430591865,2006,2020,15,13632.09,76598.18,53128.42,22.5,36366.13,35879.34,161759.47,121215.67,11876.7,9414.57,11573.62,60844.62,67513.57,7963.41,51514.96,0.1808204578539678,0.08562415528673924,0.04010719549401454,0.06801426863200459,0.008901781405928602,0.04065134657635138,0.13549916396533365,0.015238432441120733,0.07546905685803686,0.057585244644587655,0.05938882730920112,0.013276195401692522,2.5151295943998058e-05,0.012937401856149992,0.010523939389132701,1,3,5,2,0,3,1,3,2,1
147,1875.12,34.724444444444444,23.145000000000003,113.77,54,19,24,4,0.07407407407407407,0.8148148148148148,0.1111111111111111,0.0,0.05555555555555555,0.037037037037037035,2020,2020,1,70.64,127.02,0.0,22.02,400.0,272.8,181.04,42.870000000000005,0.0,91.82,43.79,243.25,291.06,0.0,0.0,0.09654848756346261,0.06773966466146167,0.14548402235590258,0.12972503093135374,0.0,0.21331968087375744,0.022862536797644953,0.037672255642305565,0.1552220657877896,0.0,0.0,0.0,0.011743248432100346,0.023353172063654594,0.04896753274457101,0,0,3,4,3,0,2,0,0,0
149,1301152.42,52.211083824886636,43.74,1273.38,24921,83,532,356,0.02977408611211428,0.2009951446571165,0.7692307692307693,0.0017254524296777818,0.025962040046547088,0.010633602182897958,2000,2020,21,67548.76,39168.11,42176.03,5601.39,47966.28,36198.22,140773.16,107483.36,73365.72,65631.13,21632.23,332156.87,44260.04,299.93,5011.55,0.10819113720743033,0.030102630097709845,0.027820122718597413,0.25527898568562785,0.00023051104189622922,0.03686445896938039,0.08260627913215579,0.05191456355282342,0.03401603018960685,0.003851624085670148,0.032414365413085115,0.05638518506540533,0.004304945303794616,0.016625438855195768,0.0504407700367648,1,3,5,2,0,3,1,3,2,1
151,1183226.43,38.87460755002135,21.13,3221.46,30437,90,641,381,0.029405000492821236,0.2194697243486546,0.7511252751585241,0.0006570949830798042,0.04501100634096659,0.01100634096658672,1999,2020,22,60427.74,44817.49,4365.24,4515.37,268620.0,45699.35,79075.18,50002.06,9838.92,28217.65,1522.09,103852.8,42430.87,644.77,59105.55,0.06683013326536325,0.03787735708371558,0.03862265821766676,0.08777085887102776,0.0005449252853488068,0.22702332638056438,0.042259079692802334,0.051070309509566994,0.035860312890407635,0.049952864896704516,0.0036892685029018494,0.00831533149576451,0.0038161503880537895,0.0012863894529468885,0.023848055861970564,2,2,4,3,2,2,3,4,1,1
153,2979.54,43.81676470588235,11.11,273.2,68,24,28,7,0.16176470588235295,0.0,0.8382352941176471,0.0,0.04411764705882353,0.0,2020,2020,1,0.0,130.63,36.51,7.81,0.0,129.26,290.77,34.22,28.13,0.0,0.0,251.92000000000002,228.28,216.28,427.56,0.09758888956013344,0.04384233807903233,0.04338253555918027,0.08454996408841634,0.07258838612671754,0.0,0.011484994327983514,0.0,0.07661585345388885,0.14349866086711371,0.012253569342918704,0.009441054659444075,0.002621209985433993,0.0,0.0,0,0,3,4,3,0,2,0,0,0
159,306548.05,39.19550568980949,26.21,1350.81,7821,73,161,99,0.48638281549673956,0.2079018028385117,0.30571538166474876,0.00012786088735455825,0.04743638920854111,0.015854750031965223,2009,2020,12,2898.7,5936.8,2597.38,3584.67,15287.2,7486.33,13368.61,5974.35,4214.24,3740.09,5085.14,21023.14,12177.09,85246.92,17834.920000000002,0.04361016160435534,0.019366621317604207,0.02442139168720858,0.0685802437823369,0.2780866490587691,0.049868854164950654,0.019489114349283906,0.00945594010465896,0.03972326687447531,0.058179851413179766,0.00847299469039193,0.013747404362872313,0.011693664337450524,0.016588394543693884,0.012200664789745035,3,4,1,1,1,4,0,1,4,0
161,912092.49,69.32374325454131,41.39,1556.36,13157,91,545,368,0.0614121760279699,0.33715892680702286,0.6014288971650072,0.003724253249220947,0.03693851181880368,0.012312837272934559,2006,2020,15,12910.54,39481.59,13822.72,2040.56,407.31,37035.38,99856.58,59431.12,29427.78,1474.4,21600.36,189795.56,87587.18,2904.01,66605.58,0.10948076110132209,0.04328682719446577,0.040604851378614026,0.2080880635252243,0.0031838985978275077,0.0004465665537932453,0.06515909367919476,0.014154858352139267,0.09602883584755752,0.07302502841570377,0.015154954296356502,0.03226403059189754,0.002237229252923681,0.023682203544949702,0.0016165027298931055,1,3,5,2,0,3,1,3,1,1
163,582105.69,28.544387289756287,26.92,850.45,20393,66,190,140,0.6996028048840288,0.09503260922865689,0.20536458588731427,0.0009316922473397735,0.04187711469621929,0.020055901534840385,2004,2020,17,0.0,2923.25,996.53,7605.97,16233.94,14779.69,21175.34,8048.71,5769.93,0.0,2394.0,30371.86,49385.95,364976.77,0.0,0.0363771396909039,0.005021854364625778,0.02539004557746206,0.05217585143343987,0.6269939914176067,0.02788830323922792,0.013826887691133891,0.0,0.08484017739115383,0.0,0.0017119399743369629,0.009912169042704257,0.013066304162050024,0.004112655212148846,0.0,2,4,1,1,1,4,0,1,4,0
166,90759.15,40.15891592920354,36.875,1349.1,2260,52,142,79,0.030973451327433628,0.6668141592920354,0.30221238938053097,0.0,0.04070796460176991,0.008849557522123894,2013,2019,7,3796.89,37975.02,98.43,202.96,10200.0,1634.3700000000001,4483.75,1036.28,163.32,887.36,1274.48,2887.77,3508.13,0.0,4161.48,0.049402732396678466,0.4184153333300279,0.01800777111729231,0.03181794893407442,0.0,0.1123853627981311,0.011417912133377187,0.0418347902112349,0.03865318262676546,0.04585190584089868,0.0010845187510019653,0.001799487985508899,0.002236248356226342,0.014042440899898248,0.009777085836524473,0,0,3,4,3,0,2,0,1,0
169,3169.52,28.554234234234233,14.35,251.16,111,23,30,6,0.12612612612612611,0.6666666666666666,0.2072072072072072,0.0,0.06306306306306306,0.009009009009009009,2020,2020,1,0.0,115.26,0.0,80.56,0.0,204.73000000000002,360.96999999999997,221.17,0.0,136.29,61.68,285.28999999999996,385.94000000000005,201.71,218.31,0.11388790731719628,0.03636512784270174,0.06459337691511649,0.09001047477220524,0.06364055125066256,0.0,0.06978028218783916,0.0,0.12176607183422097,0.06887793735329009,0.0,0.0,0.02541709785708877,0.01946035992831722,0.04300020192331962,0,0,3,4,3,0,2,0,0,0
170,465051.38,49.5367895185343,43.125,1305.9,9388,90,316,208,0.08798466126970601,0.2786536003408607,0.6333617383894333,0.004047720494247976,0.0556028973157222,0.029505752023860247,2005,2020,16,56280.07,45959.14,4275.52,568.16,32803.36,9332.52,23362.09,21533.75,5246.83,18644.22,11786.9,53523.6,34645.97,1.9,24262.54,0.05023550301044156,0.09882594047995298,0.020067718108910892,0.11509179910400437,4.085570071848835e-06,0.07053706624846484,0.04630402343930255,0.12101903664924078,0.07449923060114347,0.052171740679492234,0.009193650817679545,0.011282258747409802,0.0012217144694850707,0.025345371515723702,0.04009066697103447,3,1,2,0,4,1,4,2,1,0
174,5938.97,87.33779411764706,65.78,385.84,68,25,34,4,0.07352941176470588,0.8382352941176471,0.08823529411764706,0.0,0.0,0.014705882352941176,2020,2020,1,177.92000000000002,77.11,3.52,141.03,960.0,1.27,215.98000000000002,222.1,23.43,669.64,27.549999999999997,767.5,498.68,0.0,781.91,0.036366575348924145,0.012983732869504307,0.00021384179411581468,0.12923116297943918,0.0,0.16164419082770243,0.03739705706545074,0.02995805670006752,0.0839674219603736,0.13165750963550918,0.0005926953663682422,0.003945128532388612,0.02374654190878216,0.004638851518024168,0.11275355827694027,0,0,3,4,3,0,2,0,0,0
